,0,1,2
0,0.3793103448275862,0.1724137931034483,0.3793103448275862
1,0.41379310344827586,0.27586206896551724,0.20689655172413793
2,0.4827586206896552,0.9310344827586207,0.10344827586206896
3,0.10344827586206896,0.4482758620689655,0.3103448275862069
4,0.6551724137931034,0.3793103448275862,0.896551724137931
5,0.20689655172413793,0.5517241379310345,0.6551724137931034
6,0.5862068965517241,0.13793103448275862,0.7586206896551724
7,0.0,0.3448275862068966,0.2413793103448276
8,0.3103448275862069,0.6896551724137931,0.9310344827586207
9,0.4482758620689655,0.8620689655172413,0.4482758620689655
10,0.13793103448275862,0.10344827586206896,0.5172413793103449
11,0.896551724137931,0.6206896551724138,0.6206896551724138
12,0.5517241379310345,1.0,0.9655172413793104
13,0.3448275862068966,0.896551724137931,0.7931034482758621
14,0.7241379310344828,0.41379310344827586,0.5862068965517241
15,0.06896551724137931,0.5862068965517241,0.06896551724137931
16,0.034482758620689655,0.7586206896551724,1.0
17,0.6896551724137931,0.06896551724137931,0.1724137931034483
18,0.8275862068965517,0.6551724137931034,0.3448275862068966
19,0.5172413793103449,0.5172413793103449,0.8620689655172413
20,0.27586206896551724,0.034482758620689655,0.8275862068965517
21,1.0,0.0,0.5517241379310345
22,0.7931034482758621,0.7931034482758621,0.6896551724137931
23,0.2413793103448276,0.3103448275862069,0.0
24,0.9655172413793104,0.8275862068965517,0.034482758620689655
25,0.8620689655172413,0.4827586206896552,0.13793103448275862
26,0.9310344827586207,0.20689655172413793,0.4827586206896552
27,0.1724137931034483,0.7241379310344828,0.27586206896551724
28,0.7586206896551724,0.9655172413793104,0.7241379310344828
29,0.6206896551724138,0.2413793103448276,0.41379310344827586
